venta_det_id,venta_id,producto_id,cantidad,precio_compra,precio_venta,descuento;;;;;;;;;total;;;;;
2411,2174,1,1,13,20,0;;2411;2174;1;1;13;20;0;;;;;;
2412,2175,2,1,25,35,0;;2412;2175;2;1;25;35;0;;;;;;
2413,2176,2,2,25,35,6;;2413;2176;2;2;25;35;6;;;;;;
2414,2177,1,1,13,20,0;;2414;2177;1;1;13;20;0;;;;;;
2415,2178,1,1,13,20,0;;2415;2178;1;1;13;20;0;;;;;;
2416,2179,4,1,40,50,0;;2416;2179;4;1;40;50;0;;;;;;
2417,2180,2,1,25,35,0;;2417;2180;2;1;25;35;0;;;;;;
2418,2181,4,2,40,50,10;;2418;2181;4;2;40;50;10;;;;;;
2419,2182,1,5,13,20,25;;2419;2182;1;5;13;20;25;;;;;;
2420,2183,1,5,13,20,25;;2420;2183;1;5;13;20;25;;;;;;
2421,2184,1,5,13,20,10;;2421;2184;1;5;13;20;10;;;;;;
2422,2185,4,2,40,50,10;;2422;2185;4;2;40;50;10;;;;;;
2423,2186,3,1,25,35,0;;2423;2186;3;1;25;35;0;;;;;;
2424,2187,4,1,40,50,0;;2424;2187;4;1;40;50;0;;;;;;
2425,2188,1,5,13,20,10;;2425;2188;1;5;13;20;10;;;;;;
2426,2189,4,5,40,50,25;;2426;2189;4;5;40;50;25;;;;;;
2427,2190,2,3,25,35,9;;2427;2190;2;3;25;35;9;;;;;;
2428,2191,3,1,25,35,0;;2428;2191;3;1;25;35;0;;;;;;
2429,2192,4,1,40,50,0;;2429;2192;4;1;40;50;0;;;;;;
2430,2193,1,1,13,20,0;;2430;2193;1;1;13;20;0;;;;;;
2431,2194,2,2,25,35,6;;2431;2194;2;2;25;35;6;;;;;;
2432,2195,1,1,13,20,0;;2432;2195;1;1;13;20;0;;;;;;
2433,2196,1,1,13,20,0;;2433;2196;1;1;13;20;0;;;;;;
2434,2197,4,2,40,50,10;;2434;2197;4;2;40;50;10;;;;;;
2435,2198,3,1,25,35,0;;2435;2198;3;1;25;35;0;;;;;;
2436,2199,2,2,25,35,6;;2436;2199;2;2;25;35;6;;;;;;
2437,2200,4,1,40,50,0;;2437;2200;4;1;40;50;0;;;;;;
2438,2201,1,2,13,20,4;;2438;2201;1;2;13;20;4;;;;;;
2439,2202,2,2,25,35,6;;2439;2202;2;2;25;35;6;;;;;;
2440,2203,1,2,13,20,4;;2440;2203;1;2;13;20;4;;;;;;
2441,2204,1,3,13,20,6;;2441;2204;1;3;13;20;6;;;;;;
2442,2205,3,3,25,35,9;;2442;2205;3;3;25;35;9;;;;;;
2443,2206,4,5,40,50,25;;2443;2206;4;5;40;50;25;;;;;;
2444,2207,4,3,40,50,15;;2444;2207;4;3;40;50;15;;;;;;
2445,2208,1,2,13,20,4;;2445;2208;1;2;13;20;4;;;;;;
2446,2209,2,3,25,35,9;;2446;2209;2;3;25;35;9;;;;;;
2447,2210,4,1,40,50,0;;2447;2210;4;1;40;50;0;;;;;;
2448,2211,1,1,13,20,0;;2448;2211;1;1;13;20;0;;;;;;
2449,2212,2,1,25,35,0;;2449;2212;2;1;25;35;0;;;;;;
2450,2213,1,1,13,20,0;;2450;2213;1;1;13;20;0;;;;;;
2451,2214,1,1,13,20,0;;2451;2214;1;1;13;20;0;;;;;;
2452,2215,1,1,13,20,0;;2452;2215;1;1;13;20;0;;;;;;
2453,2216,2,3,25,35,9;;2453;2216;2;3;25;35;9;;;;;;
2454,2217,4,4,40,50,20;;2454;2217;4;4;40;50;20;;;;;;
2455,2218,2,3,25,35,9;;2455;2218;2;3;25;35;9;;;;;;
2456,2219,3,2,25,35,6;;2456;2219;3;2;25;35;6;;;;;;
2457,2220,1,1,13,20,0;;2457;2220;1;1;13;20;0;;;;;;
2458,2221,2,1,25,35,0;;2458;2221;2;1;25;35;0;;;;;;
2459,2222,4,1,40,50,0;;2459;2222;4;1;40;50;0;;;;;;
2460,2223,2,2,25,35,6;;2460;2223;2;2;25;35;6;;;;;;
2461,2224,4,2,40,50,10;;2461;2224;4;2;40;50;10;;;;;;
2462,2225,2,1,25,35,0;;2462;2225;2;1;25;35;0;;;;;;
2463,2226,1,1,13,20,0;;2463;2226;1;1;13;20;0;;;;;;
2464,2227,1,3,13,20,3;;2464;2227;1;3;13;20;3;;;;;;
2465,2228,4,1,40,50,0;;2465;2228;4;1;40;50;0;;;;;;
2466,2229,3,1,25,35,0;;2466;2229;3;1;25;35;0;;;;;;
2467,2230,4,2,40,50,10;;2467;2230;4;2;40;50;10;;;;;;
2468,2231,1,10,13,20,20;;2468;2231;1;10;13;20;20;;;;;;
2469,2232,1,10,13,20,20;;2469;2232;1;10;13;20;20;;;;;;
2470,2233,2,2,25,35,6;;2470;2233;2;2;25;35;6;;;;;;
2471,2234,1,1,13,20,0;;2471;2234;1;1;13;20;0;;;;;;
2472,2235,4,1,40,50,0;;2472;2235;4;1;40;50;0;;;;;;
2473,2236,1,2,13,20,4;;2473;2236;1;2;13;20;4;;;;;;
2474,2237,1,3,13,20,6;;2474;2237;1;3;13;20;6;;;;;;
2475,2238,4,1,40,50,0;;2475;2238;4;1;40;50;0;;;;;;
2476,2239,4,1,40,50,0;;2476;2239;4;1;40;50;0;;;;;;
2477,2240,1,2,13,20,4;;2477;2240;1;2;13;20;4;;;;;;
2478,2241,3,1,25,35,0;;2478;2241;3;1;25;35;0;;;;;;
2479,2242,4,2,40,50,10;;2479;2242;4;2;40;50;10;;;;;;
2480,2243,1,1,13,20,0;;2480;2243;1;1;13;20;0;;;;;;
2481,2244,2,1,25,35,0;;2481;2244;2;1;25;35;0;;;;;;
2482,2245,4,5,40,50,25;;2482;2245;4;5;40;50;25;;;;;;
2483,2246,1,5,13,20,10;;2483;2246;1;5;13;20;10;;;;;;
2484,2247,2,5,25,35,15;;2484;2247;2;5;25;35;15;;;;;;
2485,2248,3,3,25,35,9;;2485;2248;3;3;25;35;9;;;;;;
2486,2249,1,2,13,20,4;;2486;2249;1;2;13;20;4;;;;;;
2487,2250,4,1,40,50,0;;2487;2250;4;1;40;50;0;;;;;;
2488,2251,2,1,25,35,0;;2488;2251;2;1;25;35;0;;;;;;
2489,2252,1,1,13,20,0;;2489;2252;1;1;13;20;0;;;;;;
2490,2253,1,1,13,20,0;;2490;2253;1;1;13;20;0;;;;;;
2491,2254,2,1,25,35,0;;2491;2254;2;1;25;35;0;;;;;;
2492,2255,4,1,40,50,0;;2492;2255;4;1;40;50;0;;;;;;
2493,2256,1,1,13,20,0;;2493;2256;1;1;13;20;0;;;;;;
2494,2257,2,1,25,35,0;;2494;2257;2;1;25;35;0;;;;;;
2495,2258,1,10,13,20,10;;2495;2258;1;10;13;20;10;;;;;;
2496,2259,2,10,25,35,15;;2496;2259;2;10;25;35;15;;;;;;
2497,2260,1,5,13,20,10;;2497;2260;1;5;13;20;10;;;;;;
2498,2261,1,3,13,20,6;;2498;2261;1;3;13;20;6;;;;;;
2499,2262,4,1,40,50,0;;2499;2262;4;1;40;50;0;;;;;;
2500,2263,2,1,25,35,0;;2500;2263;2;1;25;35;0;;;;;;
2501,2264,2,2,25,35,6;;2501;2264;2;2;25;35;6;;;;;;
2502,2265,1,1,13,20,0;;2502;2265;1;1;13;20;0;;;;;;
2503,2266,1,3,13,20,6;;2503;2266;1;3;13;20;6;;;;;;
2504,2267,2,1,25,35,0;;2504;2267;2;1;25;35;0;;;;;;
2505,2268,3,2,25,35,6;;2505;2268;3;2;25;35;6;;;;;;
2506,2269,1,1,13,20,0;;2506;2269;1;1;13;20;0;;;;;;
2507,2270,4,1,40,50,0;;2507;2270;4;1;40;50;0;;;;;;
2508,2271,1,1,13,20,0;;2508;2271;1;1;13;20;0;;;;;;
2509,2272,2,3,25,35,9;;2509;2272;2;3;25;35;9;;;;;;
2510,2273,4,1,40,50,0;;2510;2273;4;1;40;50;0;;;;;;
2511,2274,1,5,13,20,10;;2511;2274;1;5;13;20;10;;;;;;
2512,2275,1,5,13,20,10;;2512;2275;1;5;13;20;10;;;;;;
2513,2276,4,5,40,50,25;;2513;2276;4;5;40;50;25;;;;;;
2514,2277,2,2,25,35,6;;2514;2277;2;2;25;35;6;;;;;;
2515,2278,4,2,40,50,10;;2515;2278;4;2;40;50;10;;;;;;
2516,2279,1,1,13,20,0;;2516;2279;1;1;13;20;0;;;;;;
2517,2280,1,2,13,20,4;;2517;2280;1;2;13;20;4;;;;;;
2518,2281,1,1,13,20,0;;2518;2281;1;1;13;20;0;;;;;;
2519,2282,4,1,40,50,0;;2519;2282;4;1;40;50;0;;;;;;
2520,2283,2,1,25,35,0;;2520;2283;2;1;25;35;0;;;;;;
2521,2284,4,10,40,50,50;;2521;2284;4;10;40;50;50;;;;;;
2522,2285,1,2,13,20,4;;2522;2285;1;2;13;20;4;;;;;;
2523,2286,4,10,40,50,50;;2523;2286;4;10;40;50;50;;;;;;
2524,2287,3,2,25,35,6;;2524;2287;3;2;25;35;6;;;;;;
2525,2288,4,1,40,50,0;;2525;2288;4;1;40;50;0;;;;;;
2526,2289,2,5,25,35,15;;2526;2289;2;5;25;35;15;;;;;;
2527,2290,1,3,13,20,6;;2527;2290;1;3;13;20;6;;;;;;
2528,2291,2,3,25,35,6;;2528;2291;2;3;25;35;6;;;;;;
2529,2292,1,5,13,20,10;;2529;2292;1;5;13;20;10;;;;;;
2530,2293,1,1,13,20,0;;2530;2293;1;1;13;20;0;;;;;;
2531,2294,2,5,25,35,15;;2531;2294;2;5;25;35;15;;;;;;
2532,2295,1,3,13,20,6;;2532;2295;1;3;13;20;6;;;;;;
2533,2296,2,2,25,35,6;;2533;2296;2;2;25;35;6;;;;;;
2534,2297,4,1,40,50,0;;2534;2297;4;1;40;50;0;;;;;;
2535,2298,2,1,25,35,0;;2535;2298;2;1;25;35;0;;;;;;
2536,2299,1,1,13,20,0;;2536;2299;1;1;13;20;0;;;;;;
2537,2300,3,10,25,35,35;;2537;2300;3;10;25;35;35;;;;;;
2538,2301,4,10,40,50,50;;2538;2301;4;10;40;50;50;;;;;;
2539,2302,4,1,40,50,0;;2539;2302;4;1;40;50;0;;;;;;
2540,2303,1,5,13,20,10;;2540;2303;1;5;13;20;10;;;;;;
2541,2304,4,1,40,50,0;;2541;2304;4;1;40;50;0;;;;;;
2542,2305,1,3,13,20,6;;2542;2305;1;3;13;20;6;;;;;;
2543,2306,4,2,40,50,10;;2543;2306;4;2;40;50;10;;;;;;
2544,2307,3,1,25,35,0;;2544;2307;3;1;25;35;0;;;;;;
2545,2308,2,2,25,35,6;;2545;2308;2;2;25;35;6;;;;;;
2546,2309,4,1,40,50,0;;2546;2309;4;1;40;50;0;;;;;;
2547,2310,4,1,40,50,0;;2547;2310;4;1;40;50;0;;;;;;
2548,2311,1,2,13,20,4;;2548;2311;1;2;13;20;4;;;;;;
2549,2312,2,1,25,35,0;;2549;2312;2;1;25;35;0;;;;;;
2550,2313,3,1,25,35,0;;2550;2313;3;1;25;35;0;;;;;;
2551,2314,1,3,13,20,6;;2551;2314;1;3;13;20;6;;;;;;
2552,2315,2,1,25,35,0;;2552;2315;2;1;25;35;0;;;;;;
2553,2316,1,3,13,20,6;;2553;2316;1;3;13;20;6;;;;;;
2554,2317,4,2,40,50,10;;2554;2317;4;2;40;50;10;;;;;;
2555,2318,1,1,13,20,0;;2555;2318;1;1;13;20;0;;;;;;
2556,2319,1,1,13,20,0;;2556;2319;1;1;13;20;0;;;;;;
2557,2320,4,2,40,50,10;;2557;2320;4;2;40;50;10;;;;;;
2558,2321,1,1,13,20,0;;2558;2321;1;1;13;20;0;;;;;;
2559,2322,1,1,13,20,0;;2559;2322;1;1;13;20;0;;a;;;;
2560,2323,1,2,13,20,4;;2560;2323;1;2;13;20;4;;;;;;
2561,2324,4,1,40,50,0;;2561;2324;4;1;40;50;0;;;;;;
2562,2325,1,3,13,20,6;;2562;2325;1;3;13;20;6;;;;;;
2563,2326,4,4,40,50,20;;2563;2326;4;4;40;50;20;;;;;;
2564,2327,3,1,25,35,0;;2564;2327;3;1;25;35;0;;;;;;
2565,2328,1,10,13,20,20;;2565;2328;1;10;13;20;20;;;;;;
2566,2329,2,10,25,35,35;;2566;2329;2;10;25;35;35;;;;;;
2567,2330,1,10,13,20,20;;2567;2330;1;10;13;20;20;;;;;;
2568,2331,4,1,40,50,0;;2568;2331;4;1;40;50;0;;;;;;
2569,2332,1,1,13,20,0;;2569;2332;1;1;13;20;0;;;;;;
2570,2333,2,1,25,35,0;;2570;2333;2;1;25;35;0;;;;;;
2571,2334,1,1,13,20,0;;2571;2334;1;1;13;20;0;;;;;;
2572,2335,2,3,25,35,9;;2572;2335;2;3;25;35;9;;;;;;
2573,2336,1,10,13,20,15;;2573;2336;1;10;13;20;15;;;;;;
2574,2337,4,3,40,50,5;;2574;2337;4;3;40;50;5;;;;;;
2575,2338,1,1,13,20,0;;2575;2338;1;1;13;20;0;;;;;;
2576,2339,3,1,25,35,0;;2576;2339;3;1;25;35;0;;;;;;
2577,2340,4,2,40,50,4;;2577;2340;4;2;40;50;4;;;;;;
2578,2341,1,1,13,20,0;;2578;2341;1;1;13;20;0;;;;;;
2579,2342,1,3,13,20,3;;2579;2342;1;3;13;20;3;;;;;;
2580,2343,1,1,13,20,0;;2580;2343;1;1;13;20;0;;;;;;
2581,2344,2,5,25,35,10;;2581;2344;2;5;25;35;10;;;;;;
2582,2345,4,2,40,50,4;;2582;2345;4;2;40;50;4;;;;;;
2583,2346,2,1,25,35,0;;2583;2346;2;1;25;35;0;;;;;;
2584,2347,1,2,13,20,2;;2584;2347;1;2;13;20;2;;;;;;
2585,2348,1,1,13,20,0;;2585;2348;1;1;13;20;0;;;;;;
2586,2349,4,1,40,50,0;;2586;2349;4;1;40;50;0;;;;;;
2587,2350,3,3,25,35,6;;2587;2350;3;3;25;35;6;;;;;;
2588,2351,1,1,13,20,0;;2588;2351;1;1;13;20;0;;;;;;
2589,2352,2,1,25,35,0;;2589;2352;2;1;25;35;0;;;;;;
2590,2353,1,1,13,20,0;;2590;2353;1;1;13;20;0;;;;;;
2591,2354,1,1,13,20,0;;2591;2354;1;1;13;20;0;;;;;;
2592,2355,2,1,25,35,0;;2592;2355;2;1;25;35;0;;;;;;
2593,2356,4,1,40,50,0;;2593;2356;4;1;40;50;0;;;;;;
2594,2357,3,1,25,35,0;;2594;2357;3;1;25;35;0;;;;;;
2595,2358,2,1,25,35,0;;2595;2358;2;1;25;35;0;;;;;;
2596,2359,1,1,13,20,0;;2596;2359;1;1;13;20;0;;;;;;
2597,2360,1,1,13,20,0;;2597;2360;1;1;13;20;0;;;;;;
2598,2361,1,1,13,20,0;;2598;2361;1;1;13;20;0;;;;;;
2599,2362,1,2,13,20,4;;2599;2362;1;2;13;20;4;;;;;;
2600,2363,4,3,40,50,15;;2600;2363;4;3;40;50;15;;;;;;
2601,2364,4,3,40,50,15;;2601;2364;4;3;40;50;15;;;;;;
2602,2365,1,1,13,20,0;;2602;2365;1;1;13;20;0;;;;;;
2603,2366,4,1,40,50,0;;2603;2366;4;1;40;50;0;;;;;;
2604,2367,4,1,40,50,0;;2604;2367;4;1;40;50;0;;;;;;
2605,2368,2,2,25,35,6;;2605;2368;2;2;25;35;6;;;;;;
2606,2369,3,1,25,35,0;;2606;2369;3;1;25;35;0;;;;;;
2607,2370,4,1,40,50,0;;2607;2370;4;1;40;50;0;;;;;;
2608,2371,2,2,25,35,6;;2608;2371;2;2;25;35;6;;;;;;
2609,2372,1,3,13,20,6;;2609;2372;1;3;13;20;6;;;;;;
2610,2373,1,3,13,20,6;;2610;2373;1;3;13;20;6;;;;;;
2611,2374,1,3,13,20,6;;2611;2374;1;3;13;20;6;;;;;;
2612,2375,1,3,13,20,6;;2612;2375;1;3;13;20;6;;;;;;
2613,2376,2,1,25,35,0;;2613;2376;2;1;25;35;0;;;;;;
2614,2377,4,2,40,50,4;;2614;2377;4;2;40;50;4;;;;;;
2615,2378,3,1,25,35,0;;2615;2378;3;1;25;35;0;;;;;;
2616,2379,4,2,40,50,4;;2616;2379;4;2;40;50;4;;;;;;
2617,2380,1,1,13,20,0;;2617;2380;1;1;13;20;0;;;;;;
2618,2381,2,2,25,35,6;;2618;2381;2;2;25;35;6;;;;;;
2619,2382,2,1,25,35,0;;2619;2382;2;1;25;35;0;;;;;;
2620,2383,2,1,25,35,0;;2620;2383;2;1;25;35;0;;;;;;
2621,2384,4,1,40,50,0;;2621;2384;4;1;40;50;0;;;;;;
2622,2385,1,1,13,20,0;;2622;2385;1;1;13;20;0;;;;;;
2623,2386,2,1,25,35,0;;2623;2386;2;1;25;35;0;;;;;;
2624,2387,1,5,13,20,10;;2624;2387;1;5;13;20;10;;;;;;
2625,2388,2,2,25,35,6;;2625;2388;2;2;25;35;6;;;;;;
2626,2389,4,2,40,50,6;;2626;2389;4;2;40;50;6;;;;;;
2627,2390,3,1,25,35,0;;2627;2390;3;1;25;35;0;;;;;;
2628,2391,1,10,13,20,20;;2628;2391;1;10;13;20;20;;;;;;
2629,2392,2,5,25,35,15;;2629;2392;2;5;25;35;15;;;;;;
2630,2393,2,5,25,35,15;;2630;2393;2;5;25;35;15;;;;;;
2631,2394,1,3,13,20,6;;2631;2394;1;3;13;20;6;;;;;;
2632,2395,4,2,40,50,10;;2632;2395;4;2;40;50;10;;;;;;
2633,2396,2,1,25,35,0;;2633;2396;2;1;25;35;0;;;;;;
2634,2397,1,1,13,20,0;;2634;2397;1;1;13;20;0;;;;;;
2635,2398,1,1,13,20,0;;2635;2398;1;1;13;20;0;;;;;;
2636,2399,1,1,13,20,0;;2636;2399;1;1;13;20;0;;;;;;
2637,2400,1,12,13,20,24;;2637;2400;1;12;13;20;24;;;;;;
2638,2401,1,1,13,20,0;;2638;2401;1;1;13;20;0;;;;;;
2639,2402,1,1,13,20,0;;2639;2402;1;1;13;20;0;;;;;;
2640,2403,1,10,13,20,10;;2640;2403;1;10;13;20;10;;;;;;
2641,2404,4,2,40,50,4;;2641;2404;4;2;40;50;4;;;;;;
2642,2405,2,2,25,35,6;;2642;2405;2;2;25;35;6;;;;;;
2643,2406,4,1,40,50,0;;2643;2406;4;1;40;50;0;;;;;;
2644,2407,1,2,13,20,4;;2644;2407;1;2;13;20;4;;;;;;
2645,2408,3,1,25,35,0;;2645;2408;3;1;25;35;0;;;;;;
2646,2409,4,1,40,50,0;;2646;2409;4;1;40;50;0;;;;;;
2647,2410,2,1,25,35,0;;2647;2410;2;1;25;35;0;;;;;;
2648,2411,1,1,13,20,0;;2648;2411;1;1;13;20;0;;;;;;
2649,2412,4,3,40,50,15;;2649;2412;4;3;40;50;15;;;;;;
2650,2413,2,2,25,35,6;;2650;2413;2;2;25;35;6;;;;;;
2651,2414,1,1,13,20,0;;2651;2414;1;1;13;20;0;;;;;;
2652,2415,2,1,25,35,0;;2652;2415;2;1;25;35;0;;;;;;
2653,2416,4,3,40,50,15;;2653;2416;4;3;40;50;15;;;;;;
2654,2417,1,2,13,20,4;;2654;2417;1;2;13;20;4;;;;;;
2655,2418,4,1,40,50,0;;2655;2418;4;1;40;50;0;;;;;;
2656,2419,4,1,40,50,0;;2656;2419;4;1;40;50;0;;;;;;
2657,2420,3,1,25,35,0;;2657;2420;3;1;25;35;0;;;;;;
2658,2421,1,10,13,20,10;;2658;2421;1;10;13;20;10;;;;;;
2659,2422,2,5,25,35,15;;2659;2422;2;5;25;35;15;;;;;;
2660,2423,1,5,13,20,10;;2660;2423;1;5;13;20;10;;;;;;
2661,2424,4,3,40,50,15;;2661;2424;4;3;40;50;15;;;;;;
2662,2425,2,1,25,35,0;;2662;2425;2;1;25;35;0;;;;;;
2663,2426,1,3,13,20,6;;2663;2426;1;3;13;20;6;;;;;;
2664,2427,4,2,40,50,10;;2664;2427;4;2;40;50;10;;;;;;
2665,2428,1,3,13,20,6;;2665;2428;1;3;13;20;6;;;;;;
2666,2429,4,1,40,50,0;;2666;2429;4;1;40;50;0;;;;;;
2667,2430,4,1,40,50,0;;2667;2430;4;1;40;50;0;;;;;;
2668,2431,3,12,25,35,38;;2668;2431;3;12;25;35;38;;;;;;
2669,2432,4,1,40,50,0;;2669;2432;4;1;40;50;0;;;;;;
2670,2433,2,1,25,35,0;;2670;2433;2;1;25;35;0;;;;;;
2671,2434,4,1,40,50,0;;2671;2434;4;1;40;50;0;;;;;;
2672,2435,1,1,13,20,0;;2672;2435;1;1;13;20;0;;;;;;
2673,2436,1,1,13,20,0;;2673;2436;1;1;13;20;0;;;;;;
2674,2437,1,2,13,20,4;;2674;2437;1;2;13;20;4;;;;;;
2675,2438,4,2,40,50,10;;2675;2438;4;2;40;50;10;;;;;;
2676,2439,2,3,25,35,9;;2676;2439;2;3;25;35;9;;;;;;
2677,2440,4,1,40,50,0;;2677;2440;4;1;40;50;0;;;;;;
2678,2441,3,1,25,35,0;;2678;2441;3;1;25;35;0;;;;;;
2679,2442,4,2,40,50,10;;2679;2442;4;2;40;50;10;;;;;;
2680,2443,1,1,13,20,0;;2680;2443;1;1;13;20;0;;;;;;
2681,2444,4,1,40,50,0;;2681;2444;4;1;40;50;0;;;;;;
2682,2445,1,5,13,20,10;;2682;2445;1;5;13;20;10;;;;;;
2683,2446,1,5,13,20,10;;2683;2446;1;5;13;20;10;;;;;;
2684,2447,4,1,40,50,0;;2684;2447;4;1;40;50;0;;;;;;
2685,2448,1,5,13,20,10;;2685;2448;1;5;13;20;10;;;;;;
2686,2449,1,5,13,20,10;;2686;2449;1;5;13;20;10;;;;;;
2687,2450,4,2,40,50,10;;2687;2450;4;2;40;50;10;;;;;;
2688,2451,1,1,13,20,0;;2688;2451;1;1;13;20;0;;;;;;
2689,2452,4,2,40,50,10;;2689;2452;4;2;40;50;10;;;;;;
2690,2453,1,3,13,20,6;;2690;2453;1;3;13;20;6;;;;;;
2691,2454,3,2,25,35,6;;2691;2454;3;2;25;35;6;;;;;;
2692,2455,4,1,40,50,0;;2692;2455;4;1;40;50;0;;;;;;
2693,2456,1,1,13,20,0;;2693;2456;1;1;13;20;0;;;;;;
2694,2457,1,1,13,20,0;;2694;2457;1;1;13;20;0;;;;;;
2695,2458,2,1,25,35,0;;2695;2458;2;1;25;35;0;;;;;;
2696,2459,4,1,40,50,0;;2696;2459;4;1;40;50;0;;;;;;
2697,2460,1,2,13,20,4;;2697;2460;1;2;13;20;4;;;;;;
2698,2461,2,3,25,35,9;;2698;2461;2;3;25;35;9;;;;;;
2699,2462,4,2,40,50,10;;2699;2462;4;2;40;50;10;;;;;;
2700,2463,1,10,13,20,20;;2700;2463;1;10;13;20;20;;;;;;
2701,2464,3,10,25,35,35;;2701;2464;3;10;25;35;35;;;;;;
2702,2465,2,4,25,35,12;;2702;2465;2;4;25;35;12;;;;;;
2703,2466,1,1,13,20,0;;2703;2466;1;1;13;20;0;;;;;;
2704,2467,1,2,13,20,4;;2704;2467;1;2;13;20;4;;;;;;
2705,2468,4,2,40,50,10;;2705;2468;4;2;40;50;10;;;;;;
2706,2469,2,3,25,35,9;;2706;2469;2;3;25;35;9;;;;;;
2707,2470,4,1,40,50,0;;2707;2470;4;1;40;50;0;;;;;;
2708,2471,2,1,25,35,0;;2708;2471;2;1;25;35;0;;;;;;
2709,2472,4,2,40,50,10;;2709;2472;4;2;40;50;10;;;;;;
2710,2473,1,1,13,20,0;;2710;2473;1;1;13;20;0;;;;;;
2711,2474,4,1,40,50,0;;2711;2474;4;1;40;50;0;;;;;;
2712,2475,1,5,13,20,10;;2712;2475;1;5;13;20;10;;;;;;
2713,2476,1,5,13,20,10;;2713;2476;1;5;13;20;10;;;;;;
2714,2477,4,1,40,50,0;;2714;2477;4;1;40;50;0;;;;;;
2715,2478,1,5,13,20,10;;2715;2478;1;5;13;20;10;;;;;;
2716,2479,1,5,13,20,10;;2716;2479;1;5;13;20;10;;;;;;
2717,2480,4,2,40,50,10;;2717;2480;4;2;40;50;10;;;;;;
2718,2481,1,1,13,20,0;;2718;2481;1;1;13;20;0;;;;;;
2719,2482,4,2,40,50,10;;2719;2482;4;2;40;50;10;;;;;;
2720,2483,1,3,13,20,6;;2720;2483;1;3;13;20;6;;;;;;
2721,2484,4,1,40,50,0;;2721;2484;4;1;40;50;0;;;;;;
2722,2485,2,2,25,35,6;;2722;2485;2;2;25;35;6;;;;;;
2723,2486,4,3,40,50,15;;2723;2486;4;3;40;50;15;;;;;;
2724,2487,3,4,25,35,12;;2724;2487;3;4;25;35;12;;;;;;
2725,2488,4,1,40,50,0;;2725;2488;4;1;40;50;0;;;;;;
2726,2489,1,6,13,20,12;;2726;2489;1;6;13;20;12;;;;;;
2727,2490,4,1,40,50,0;;2727;2490;4;1;40;50;0;;m;;;;
2728,2491,1,10,13,20,20;;2728;2491;1;10;13;20;20;;;;;;
2729,2492,1,10,13,20,20;;2729;2492;1;10;13;20;20;;;;;;
2730,2493,3,2,25,35,4;;2730;2493;3;2;25;35;4;;;;;;
2731,2494,1,1,13,20,0;;2731;2494;1;1;13;20;0;;;;;;
2732,2495,4,1,40,50,0;;2732;2495;4;1;40;50;0;;;;;;
2733,2496,1,1,13,20,0;;2733;2496;1;1;13;20;0;;;;;;
2734,2497,4,1,40,50,0;;2734;2497;4;1;40;50;0;;;;;;
2735,2498,1,1,13,20,0;;2735;2498;1;1;13;20;0;;;;;;
2736,2499,1,1,13,20,0;;2736;2499;1;1;13;20;0;;;;;;
2737,2500,4,1,40,50,0;;2737;2500;4;1;40;50;0;;;;;;
2738,2501,1,3,13,20,6;;2738;2501;1;3;13;20;6;;;;;;
2739,2502,1,2,13,20,4;;2739;2502;1;2;13;20;4;;;;;;
2740,2503,4,1,40,50,0;;2740;2503;4;1;40;50;0;;;;;;
2741,2504,2,1,25,35,0;;2741;2504;2;1;25;35;0;;;;;;
2742,2505,1,5,13,20,10;;2742;2505;1;5;13;20;10;;;;;;
2743,2506,2,1,13,20,0;;2743;2506;2;1;13;20;0;;;;;;
2744,2507,1,2,13,20,4;;2744;2507;1;2;13;20;4;;;;;;
2745,2508,2,1,25,35,0;;2745;2508;2;1;25;35;0;;;;;;
2746,2509,1,1,13,20,0;;2746;2509;1;1;13;20;0;;;;;;
2747,2510,4,1,40,50,0;;2747;2510;4;1;40;50;0;;;;;;
2748,2511,1,3,13,20,6;;2748;2511;1;3;13;20;6;;;;;;
2749,2512,1,3,13,20,6;;2749;2512;1;3;13;20;6;;;;;;
2750,2513,3,2,25,35,6;;2750;2513;3;2;25;35;6;;;;;;
2751,2514,1,1,13,20,0;;2751;2514;1;1;13;20;0;;;;;;
2752,2515,4,1,40,50,0;;2752;2515;4;1;40;50;0;;;;;;
2753,2516,2,1,25,35,0;;2753;2516;2;1;25;35;0;;;;;;
2754,2517,1,2,13,20,10;;2754;2517;1;2;13;20;10;;;;;;
2755,2518,2,1,25,35,0;;2755;2518;2;1;25;35;0;;;;;;
2756,2519,4,2,40,50,10;;2756;2519;4;2;40;50;10;;;;;;
2757,2520,2,1,25,35,0;;2757;2520;2;1;25;35;0;;;;;;
2758,2521,1,1,13,20,0;;2758;2521;1;1;13;20;0;;;;;;
2759,2522,1,1,13,20,0;;2759;2522;1;1;13;20;0;;;;;;
2760,2523,1,1,13,20,0;;2760;2523;1;1;13;20;0;;;;;;
2761,2524,1,5,13,20,10;;2761;2524;1;5;13;20;10;;;;;;
2762,2525,1,5,13,20,10;;2762;2525;1;5;13;20;10;;;;;;
2763,2526,2,3,25,35,9;;2763;2526;2;3;25;35;9;;;;;;
2764,2527,4,3,40,50,15;;2764;2527;4;3;40;50;15;;;;;;
2765,2528,1,2,13,20,4;;2765;2528;1;2;13;20;4;;;;;;
2766,2529,3,1,25,35,0;;2766;2529;3;1;25;35;0;;;;;;
2767,2530,1,1,13,20,0;;2767;2530;1;1;13;20;0;;;;;;
